Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
14704897;546291;Hatín;;;;;37516;Hatín;;;è.p.;30;;;37701;725083.31;1152297.63;2013-12-03T00:00:00
14704901;546291;Hatín;;;;;37516;Hatín;;;è.p.;31;;;37701;722188.80;1155619.91;2022-10-22T00:00:00
14704919;546291;Hatín;;;;;37516;Hatín;;;è.p.;32;;;37701;722175.25;1155612.27;2022-10-22T00:00:00
14704927;546291;Hatín;;;;;37516;Hatín;;;è.p.;33;;;37701;722148.68;1155605.14;2013-12-03T00:00:00
14704935;546291;Hatín;;;;;37516;Hatín;;;è.p.;34;;;37701;722148.14;1155588.28;2020-05-06T00:00:00
14704943;546291;Hatín;;;;;37516;Hatín;;;è.p.;35;;;37701;722192.31;1155693.13;2013-12-03T00:00:00
14704951;546291;Hatín;;;;;37516;Hatín;;;è.p.;36;;;37701;722200.89;1155581.07;2022-10-22T00:00:00
14704960;546291;Hatín;;;;;37516;Hatín;;;è.p.;37;;;37701;722122.11;1155571.32;2022-10-22T00:00:00
14704978;546291;Hatín;;;;;37516;Hatín;;;è.p.;38;;;37701;722106.31;1155554.85;2022-10-22T00:00:00
14704986;546291;Hatín;;;;;37516;Hatín;;;è.p.;39;;;37701;722202.25;1155533.38;2013-12-03T00:00:00
14704994;546291;Hatín;;;;;37516;Hatín;;;è.p.;40;;;37701;722142.25;1155562.63;2013-12-03T00:00:00
14705001;546291;Hatín;;;;;37516;Hatín;;;è.p.;41;;;37701;722091.63;1155545.63;2013-12-03T00:00:00
14705010;546291;Hatín;;;;;37516;Hatín;;;è.p.;42;;;37701;722080.75;1155523.53;2020-02-28T00:00:00
14705028;546291;Hatín;;;;;37516;Hatín;;;è.p.;43;;;37701;722054.75;1155512.38;2013-12-03T00:00:00
14705036;546291;Hatín;;;;;37516;Hatín;;;è.p.;44;;;37701;722042.70;1155500.58;2013-12-03T00:00:00
14705044;546291;Hatín;;;;;37516;Hatín;;;è.p.;45;;;37701;722668.28;1155611.86;2022-10-22T00:00:00
14705052;546291;Hatín;;;;;37516;Hatín;;;è.p.;46;;;37701;722232.00;1155682.75;2013-12-03T00:00:00
14705061;546291;Hatín;;;;;37516;Hatín;;;è.p.;47;;;37701;722029.88;1155485.63;2013-12-03T00:00:00
14705079;546291;Hatín;;;;;37516;Hatín;;;è.p.;48;;;37701;722628.56;1155704.66;2022-10-22T00:00:00
14705087;546291;Hatín;;;;;37516;Hatín;;;è.p.;49;;;37701;722123.00;1155542.38;2013-12-03T00:00:00
14705095;546291;Hatín;;;;;37516;Hatín;;;è.p.;50;;;37701;722199.19;1155500.75;2013-12-03T00:00:00
14705109;546291;Hatín;;;;;37516;Hatín;;;è.p.;51;;;37701;722016.03;1155468.70;2022-10-22T00:00:00
14705117;546291;Hatín;;;;;37516;Hatín;;;è.p.;52;;;37701;722101.92;1155518.73;2013-12-03T00:00:00
14705125;546291;Hatín;;;;;37516;Hatín;;;è.p.;53;;;37701;722184.06;1155481.50;2013-12-03T00:00:00
14705133;546291;Hatín;;;;;37516;Hatín;;;è.p.;54;;;37701;722561.81;1155726.63;2013-12-03T00:00:00
14705141;546291;Hatín;;;;;37516;Hatín;;;è.p.;55;;;37701;722081.75;1155493.13;2013-12-03T00:00:00
14705150;546291;Hatín;;;;;37516;Hatín;;;è.p.;56;;;37701;722385.00;1155648.00;2013-12-03T00:00:00
14705168;546291;Hatín;;;;;37516;Hatín;;;è.p.;57;;;37701;722453.00;1155630.00;2013-12-03T00:00:00
14705176;546291;Hatín;;;;;37516;Hatín;;;è.p.;58;;;37701;722450.00;1155669.00;2013-12-03T00:00:00
14705184;546291;Hatín;;;;;37516;Hatín;;;è.p.;59;;;37701;722157.38;1155428.13;2013-12-03T00:00:00
14705192;546291;Hatín;;;;;37516;Hatín;;;è.p.;60;;;37701;722065.69;1155479.13;2013-12-03T00:00:00
14705206;546291;Hatín;;;;;37516;Hatín;;;è.p.;62;;;37701;722172.13;1155581.63;2013-12-03T00:00:00
14705214;546291;Hatín;;;;;37516;Hatín;;;è.p.;63;;;37701;722190.00;1155450.00;2013-12-03T00:00:00
14705222;546291;Hatín;;;;;37516;Hatín;;;è.p.;64;;;37701;722174.75;1155426.00;2013-12-03T00:00:00
14705231;546291;Hatín;;;;;37516;Hatín;;;è.p.;65;;;37701;722372.50;1155791.68;2022-10-22T00:00:00
14705249;546291;Hatín;;;;;37516;Hatín;;;è.p.;66;;;37701;722023.06;1155498.38;2013-12-03T00:00:00
14705257;546291;Hatín;;;;;37516;Hatín;;;è.ev.;1;;;37701;726572.99;1157121.33;2022-10-22T00:00:00
14705265;546291;Hatín;;;;;37516;Hatín;;;è.ev.;2;;;37701;728695.70;1153145.92;2022-10-22T00:00:00
14705281;546291;Hatín;;;;;37516;Hatín;;;è.ev.;4;;;37701;728570.86;1153425.93;2022-10-22T00:00:00
14705290;546291;Hatín;;;;;37516;Hatín;;;è.ev.;5;;;37701;728549.45;1153377.08;2022-10-22T00:00:00
14705320;546291;Hatín;;;;;37516;Hatín;;;è.ev.;8;;;37701;728712.52;1153507.38;2023-01-18T00:00:00
14705338;546291;Hatín;;;;;37516;Hatín;;;è.ev.;9;;;37701;728650.43;1153454.73;2022-10-22T00:00:00
14705354;546291;Hatín;;;;;37516;Hatín;;;è.ev.;11;;;37701;728693.91;1153467.43;2022-10-22T00:00:00
14705362;546291;Hatín;;;;;37516;Hatín;;;è.ev.;12;;;37701;728703.66;1153478.00;2022-10-22T00:00:00
14705371;546291;Hatín;;;;;37516;Hatín;;;è.ev.;13;;;37701;728761.64;1153556.64;2022-10-22T00:00:00
14705389;546291;Hatín;;;;;37516;Hatín;;;è.ev.;14;;;37701;728723.40;1153486.49;2022-10-22T00:00:00
14705397;546291;Hatín;;;;;37516;Hatín;;;è.ev.;15;;;37701;728673.05;1153462.49;2022-10-22T00:00:00
14705401;546291;Hatín;;;;;37516;Hatín;;;è.ev.;16;;;37701;728988.32;1154778.49;2022-10-22T00:00:00
14705419;546291;Hatín;;;;;37516;Hatín;;;è.ev.;17;;;37701;728988.80;1154775.59;2022-10-22T00:00:00
14705427;546291;Hatín;;;;;37516;Hatín;;;è.ev.;18;;;37701;728980.38;1154796.00;2013-12-03T00:00:00
14705435;546291;Hatín;;;;;37516;Hatín;;;è.ev.;19;;;37701;728531.19;1154230.94;2022-10-22T00:00:00
14705443;546291;Hatín;;;;;37516;Hatín;;;è.ev.;20;;;37701;727664.75;1156299.12;2022-10-22T00:00:00
14705451;546291;Hatín;;;;;37516;Hatín;;;è.ev.;21;;;37701;728994.19;1154786.00;2013-12-03T00:00:00
14705460;546291;Hatín;;;;;37516;Hatín;;;è.ev.;22;;;37701;726393.59;1154833.49;2022-10-22T00:00:00
14705478;546291;Hatín;;;;;37516;Hatín;;;è.ev.;23;;;37701;724866.10;1152217.02;2024-02-13T00:00:00
14705486;546291;Hatín;;;;;37516;Hatín;;;è.ev.;24;;;37701;724628.93;1151995.79;2022-10-22T00:00:00
14705508;546291;Hatín;;;;;37516;Hatín;;;è.ev.;26;;;37701;728647.69;1153771.13;2013-12-03T00:00:00
14705516;546291;Hatín;;;;;37516;Hatín;;;è.ev.;27;;;37701;728666.94;1153740.13;2013-12-03T00:00:00
14705524;546291;Hatín;;;;;37516;Hatín;;;è.ev.;28;;;37701;728986.25;1154758.25;2021-11-09T00:00:00
14705532;546291;Hatín;;;;;37516;Hatín;;;è.ev.;29;;;37701;729005.01;1154747.14;2022-10-22T00:00:00
14705567;546291;Hatín;;;;;37516;Hatín;;;è.ev.;32;;;37701;728751.81;1153526.27;2022-10-22T00:00:00
14705575;546291;Hatín;;;;;37516;Hatín;;;è.ev.;33;;;37701;728497.26;1153291.45;2022-10-22T00:00:00
14705583;546291;Hatín;;;;;37516;Hatín;;;è.ev.;34;;;37701;724614.64;1151981.60;2022-10-22T00:00:00
14705605;546291;Hatín;;;;;37516;Hatín;;;è.ev.;36;;;37701;726539.98;1157088.95;2022-08-30T00:00:00
14705648;546291;Hatín;;;;;37516;Hatín;;;è.ev.;40;;;37701;726540.00;1157087.36;2022-08-30T00:00:00
14705664;546291;Hatín;;;;;37516;Hatín;;;è.ev.;42;;;37701;726559.99;1157148.89;2022-11-04T00:00:00
14705672;546291;Hatín;;;;;37516;Hatín;;;è.ev.;43;;;37701;726539.58;1157088.98;2022-08-30T00:00:00
14705699;546291;Hatín;;;;;37516;Hatín;;;è.ev.;45;;;37701;726454.04;1157166.40;2022-11-04T00:00:00
14705729;546291;Hatín;;;;;37516;Hatín;;;è.ev.;48;;;37701;726538.19;1157089.09;2022-08-30T00:00:00
14705737;546291;Hatín;;;;;37516;Hatín;;;è.ev.;49;;;37701;726540.35;1157088.66;2022-08-30T00:00:00
14705753;546291;Hatín;;;;;37516;Hatín;;;è.ev.;51;;;37701;726540.72;1157089.43;2022-08-30T00:00:00
14705788;546291;Hatín;;;;;37516;Hatín;;;è.ev.;54;;;37701;726539.66;1157088.85;2022-08-30T00:00:00
14705869;546291;Hatín;;;;;37516;Hatín;;;è.ev.;62;;;37701;;;2011-07-01T00:00:00
14705923;546291;Hatín;;;;;37516;Hatín;;;è.ev.;68;;;37701;724519.06;1151864.00;2013-12-03T00:00:00
14705958;546291;Hatín;;;;;37516;Hatín;;;è.ev.;71;;;37701;724799.38;1152177.46;2024-02-13T00:00:00
14705966;546291;Hatín;;;;;37516;Hatín;;;è.ev.;72;;;37701;724769.07;1152158.37;2024-02-13T00:00:00
14705974;546291;Hatín;;;;;37516;Hatín;;;è.ev.;73;;;37701;724826.55;1152207.71;2024-02-13T00:00:00
14706351;546291;Hatín;;;;;37516;Hatín;;;è.ev.;114;;;37701;726788.58;1156111.96;2022-10-22T00:00:00
14706369;546291;Hatín;;;;;37516;Hatín;;;è.ev.;115;;;37701;726772.57;1156110.95;2022-10-22T00:00:00
14706377;546291;Hatín;;;;;37516;Hatín;;;è.ev.;116;;;37701;726736.75;1156102.75;2013-12-03T00:00:00
14706393;546291;Hatín;;;;;37516;Hatín;;;è.ev.;118;;;37701;726752.65;1156107.66;2022-10-22T00:00:00
14706407;546291;Hatín;;;;;37516;Hatín;;;è.ev.;119;;;37701;726713.47;1156105.79;2022-10-22T00:00:00
14706415;546291;Hatín;;;;;37524;Jemèina;;;è.p.;1;;;37901;726524.13;1156324.38;2013-12-03T00:00:00
14706423;546291;Hatín;;;;;37524;Jemèina;;;è.p.;2;;;37901;726304.31;1156201.13;2013-12-03T00:00:00
14706431;546291;Hatín;;;;;37524;Jemèina;;;è.p.;3;;;37901;726292.38;1156180.13;2013-12-03T00:00:00
14706440;546291;Hatín;;;;;37524;Jemèina;;;è.p.;4;;;37901;726558.88;1156146.38;2013-12-03T00:00:00
14706458;546291;Hatín;;;;;37524;Jemèina;;;è.p.;5;;;37901;726422.44;1156200.38;2013-12-03T00:00:00
14706466;546291;Hatín;;;;;37524;Jemèina;;;è.p.;6;;;37901;726830.75;1156238.75;2013-12-03T00:00:00
14706474;546291;Hatín;;;;;37524;Jemèina;;;è.p.;7;;;37802;723991.69;1157235.07;2022-10-22T00:00:00
14706482;546291;Hatín;;;;;37524;Jemèina;;;è.p.;8;;;37901;728625.69;1155086.44;2020-02-24T00:00:00
14706491;546291;Hatín;;;;;37524;Jemèina;;;è.p.;9;;;37901;726275.75;1156186.88;2013-12-03T00:00:00
14706504;546291;Hatín;;;;;37524;Jemèina;;;è.p.;10;;;37701;723855.44;1154465.63;2013-12-03T00:00:00
14706512;546291;Hatín;;;;;37524;Jemèina;;;è.p.;11;;;37701;723617.08;1155391.59;2022-10-22T00:00:00
14706521;546291;Hatín;;;;;37524;Jemèina;;;è.p.;12;;;37901;726490.38;1156399.50;2013-12-03T00:00:00
14706539;546291;Hatín;;;;;37524;Jemèina;;;è.p.;13;;;37701;727735.56;1152923.50;2013-12-03T00:00:00
14706547;546291;Hatín;;;;;37524;Jemèina;;;è.p.;14;;;37901;726447.06;1156425.25;2013-12-03T00:00:00
14706555;546291;Hatín;;;;;37524;Jemèina;;;è.p.;15;;;37901;726363.44;1156395.65;2022-10-22T00:00:00
14706563;546291;Hatín;;;;;37524;Jemèina;;;è.p.;16;;;37901;726491.75;1156243.13;2013-12-03T00:00:00
14706598;546291;Hatín;;;;;37541;Stajka;;;è.p.;1;;;37701;721624.56;1155127.50;2013-12-03T00:00:00
14706601;546291;Hatín;;;;;37541;Stajka;;;è.p.;2;;;37701;721724.88;1155099.25;2013-12-03T00:00:00
14706610;546291;Hatín;;;;;37541;Stajka;;;è.p.;3;;;37701;721874.63;1154831.13;2013-12-03T00:00:00
14706628;546291;Hatín;;;;;37541;Stajka;;;è.p.;4;;;37701;721779.28;1155053.62;2022-10-22T00:00:00
14706636;546291;Hatín;;;;;37541;Stajka;;;è.p.;5;;;37701;721805.94;1154965.38;2013-12-03T00:00:00
14706644;546291;Hatín;;;;;37541;Stajka;;;è.p.;6;;;37701;721832.63;1154909.00;2013-12-03T00:00:00
14706652;546291;Hatín;;;;;37541;Stajka;;;è.p.;7;;;37701;721856.44;1154867.75;2013-12-03T00:00:00
14706661;546291;Hatín;;;;;37541;Stajka;;;è.p.;8;;;37701;721778.50;1154829.63;2013-12-03T00:00:00
14706679;546291;Hatín;;;;;37541;Stajka;;;è.p.;9;;;37701;721644.88;1154836.63;2013-12-03T00:00:00
14706687;546291;Hatín;;;;;37541;Stajka;;;è.p.;10;;;37701;721794.44;1154861.75;2013-12-03T00:00:00
14706695;546291;Hatín;;;;;37541;Stajka;;;è.p.;11;;;37701;721963.74;1154746.80;2022-10-22T00:00:00
14706709;546291;Hatín;;;;;37541;Stajka;;;è.p.;12;;;37701;721787.50;1154923.26;2022-10-22T00:00:00
14706717;546291;Hatín;;;;;37541;Stajka;;;è.p.;13;;;37701;721526.49;1154855.56;2022-10-22T00:00:00
14706725;546291;Hatín;;;;;37541;Stajka;;;è.p.;14;;;37701;721865.71;1154794.55;2022-10-22T00:00:00
14706733;546291;Hatín;;;;;37541;Stajka;;;è.p.;15;;;37701;721896.81;1154764.38;2013-12-03T00:00:00
14706741;546291;Hatín;;;;;37541;Stajka;;;è.p.;16;;;37701;721675.30;1155069.14;2013-12-03T00:00:00
14706750;546291;Hatín;;;;;37541;Stajka;;;è.p.;17;;;37701;721814.75;1154873.13;2013-12-03T00:00:00
14706768;546291;Hatín;;;;;37541;Stajka;;;è.p.;18;;;37701;721819.19;1154821.38;2013-12-03T00:00:00
14706776;546291;Hatín;;;;;37541;Stajka;;;è.p.;19;;;37701;721825.56;1154848.00;2013-12-03T00:00:00
14706784;546291;Hatín;;;;;37541;Stajka;;;è.p.;20;;;37701;721700.04;1154988.97;2022-10-22T00:00:00
14706792;546291;Hatín;;;;;37541;Stajka;;;è.p.;21;;;37701;721860.56;1154813.13;2013-12-03T00:00:00
14706806;546291;Hatín;;;;;37541;Stajka;;;è.p.;22;;;37701;721893.44;1154814.25;2013-12-03T00:00:00
14706814;546291;Hatín;;;;;37541;Stajka;;;è.p.;23;;;37701;721820.81;1154878.54;2022-10-22T00:00:00
14706822;546291;Hatín;;;;;37541;Stajka;;;è.p.;25;;;37701;721918.76;1154789.22;2022-10-22T00:00:00
14706831;546291;Hatín;;;;;37541;Stajka;;;è.p.;26;;;37701;721739.31;1155091.63;2013-12-03T00:00:00
14706849;546291;Hatín;;;;;37541;Stajka;;;è.p.;27;;;37701;721884.81;1154783.14;2022-10-22T00:00:00
14706857;546291;Hatín;;;;;37541;Stajka;;;è.p.;28;;;37701;721502.91;1154915.53;2022-10-22T00:00:00
14706865;546291;Hatín;;;;;37541;Stajka;;;è.p.;29;;;37701;721915.74;1154756.36;2022-10-22T00:00:00
14706873;546291;Hatín;;;;;37541;Stajka;;;è.p.;30;;;37701;721933.06;1154769.50;2013-12-03T00:00:00
14706881;546291;Hatín;;;;;37541;Stajka;;;è.p.;31;;;37701;721939.55;1154736.70;2022-10-22T00:00:00
14706890;546291;Hatín;;;;;37541;Stajka;;;è.p.;32;;;37701;721958.07;1154724.15;2022-10-22T00:00:00
14706903;546291;Hatín;;;;;37541;Stajka;;;è.p.;33;;;37701;721949.52;1154757.45;2022-10-22T00:00:00
14706911;546291;Hatín;;;;;37541;Stajka;;;è.p.;34;;;37701;721972.47;1154712.72;2022-10-22T00:00:00
14706920;546291;Hatín;;;;;37541;Stajka;;;è.p.;35;;;37701;721788.81;1154955.40;2020-10-12T00:00:00
14706938;546291;Hatín;;;;;37541;Stajka;;;è.p.;36;;;37701;721695.81;1155087.13;2013-12-03T00:00:00
26145472;546291;Hatín;;;;;37516;Hatín;;;è.p.;68;;;37701;722157.00;1155542.00;2013-12-03T00:00:00
27464881;546291;Hatín;;;;;37541;Stajka;;;è.p.;37;;;37701;721488.32;1154906.27;2022-10-22T00:00:00
28365828;546291;Hatín;;;;;37541;Stajka;;;è.p.;39;;;37701;721678.86;1155068.07;2014-01-08T00:00:00
30740886;546291;Hatín;;;;;37516;Hatín;;;è.p.;61;;;37701;722197.00;1155416.00;2013-12-03T00:00:00
30740894;546291;Hatín;;;;;37516;Hatín;;;è.p.;67;;;37701;722196.78;1155562.54;2022-10-22T00:00:00
30740908;546291;Hatín;;;;;37516;Hatín;;;è.p.;69;;;37701;722114.68;1155444.32;2013-12-03T00:00:00
30740916;546291;Hatín;;;;;37516;Hatín;;;è.p.;117;;;37701;726813.43;1156109.37;2018-06-11T00:00:00
30740924;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;10;;;37701;728741.69;1153666.63;2013-12-03T00:00:00
30740932;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;30;;;37701;728729.63;1153704.38;2013-12-03T00:00:00
30740941;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;31;;;37701;728751.70;1153610.79;2022-10-22T00:00:00
30740959;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;56;;;37701;724289.69;1151545.63;2013-12-03T00:00:00
30740967;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;57;;;37701;724288.00;1151558.88;2013-12-03T00:00:00
30740975;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;58;;;37701;724288.56;1151575.50;2013-12-03T00:00:00
30740983;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;59;;;37701;724284.13;1151616.00;2013-12-03T00:00:00
30740991;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;60;;;37701;724290.75;1151627.13;2013-12-03T00:00:00
30741009;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;61;;;37701;724296.56;1151654.79;2019-12-03T00:00:00
30741017;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;62;;;37701;724312.38;1151672.00;2013-12-03T00:00:00
30741025;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;63;;;37701;724327.88;1151693.00;2013-12-03T00:00:00
30741033;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;64;;;37701;724344.50;1151707.38;2013-12-03T00:00:00
30741041;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;65;;;37701;724355.00;1151712.88;2013-12-03T00:00:00
30741050;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;66;;;37701;724363.31;1151721.25;2013-12-03T00:00:00
30741068;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;67;;;37701;724381.06;1151730.13;2013-12-03T00:00:00
30741076;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;69;;;37701;724400.44;1151745.13;2013-12-03T00:00:00
30741084;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;70;;;37701;724290.75;1151601.63;2013-12-03T00:00:00
30741092;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;113;;;37701;724428.69;1151756.13;2013-12-03T00:00:00
30741211;546291;Hatín;;;;;37541;Stajka;;;è.p.;38;;;37701;721478.00;1154929.00;2013-12-03T00:00:00
73163210;546291;Hatín;;;;;37541;Stajka;;;è.p.;40;;;37701;721621.89;1155011.93;2014-10-29T00:00:00
73569381;546291;Hatín;;;;;37524;Jemèina;;;è.p.;19;;;37701;727693.99;1152940.85;2022-02-14T00:00:00
73917591;546291;Hatín;;;;;37516;Hatín;;;è.p.;70;;;37701;722048.93;1155464.49;2015-07-29T00:00:00
75173778;546291;Hatín;;;;;37541;Stajka;;;è.p.;41;;;37701;721898.76;1154712.22;2016-07-01T00:00:00
75535084;546291;Hatín;;;;;37541;Stajka;;;è.p.;42;;;37701;721812.50;1154991.71;2016-11-15T00:00:00
75894688;546291;Hatín;;;;;37524;Jemèina;;;è.p.;18;;;37901;726512.03;1157221.03;2017-03-06T00:00:00
76178960;546291;Hatín;;;;;37524;Jemèina;;;è.p.;17;;;37901;726334.62;1156406.89;2017-05-24T00:00:00
78583951;546291;Hatín;;;;;37541;Stajka;;;è.p.;43;;;37701;721674.97;1155138.37;2018-08-08T00:00:00
79280587;546291;Hatín;;;;;37516;Hatín;;;è.p.;74;;;37701;722109.45;1155381.47;2019-04-05T00:00:00
79281575;546291;Hatín;;;;;37516;Hatín;;;è.p.;77;;;37701;722182.78;1155366.14;2019-04-05T00:00:00
79449484;546291;Hatín;;;;;37524;Jemèina;;;è.ev.;120;;;37701;724093.31;1153335.92;2024-02-29T00:00:00
79526853;546291;Hatín;;;;;37516;Hatín;;;è.p.;71;;;37701;722055.43;1155428.28;2019-07-01T00:00:00
80514570;546291;Hatín;;;;;37516;Hatín;;;è.p.;83;;;37701;722086.56;1155388.10;2020-03-30T00:00:00
80633692;546291;Hatín;;;;;37516;Hatín;;;è.p.;76;;;37701;722157.96;1155368.53;2020-05-19T00:00:00
80696295;546291;Hatín;;;;;37516;Hatín;;;è.p.;73;;;37701;722089.46;1155396.34;2020-05-27T00:00:00
80941893;546291;Hatín;;;;;37516;Hatín;;;è.p.;81;;;37701;722131.45;1155362.61;2020-07-09T00:00:00
81133324;546291;Hatín;;;;;37516;Hatín;;;è.p.;78;;;37701;722179.96;1155346.42;2020-09-10T00:00:00
81272723;546291;Hatín;;;;;37516;Hatín;;;è.p.;84;;;37701;722064.53;1155409.01;2020-11-10T00:00:00
81989741;546291;Hatín;;;;;37516;Hatín;;;è.p.;72;;;37701;722079.29;1155413.80;2021-07-27T00:00:00
82098123;546291;Hatín;;;;;37516;Hatín;;;è.p.;82;;;37701;722106.33;1155358.84;2021-09-13T00:00:00
84627506;546291;Hatín;;;;;37516;Hatín;;;è.ev.;121;;;37701;722783.61;1155655.23;2022-12-15T00:00:00
85286613;546291;Hatín;;;;;37516;Hatín;;;è.p.;86;;;37701;722035.86;1155436.23;2023-06-13T00:00:00
85359599;546291;Hatín;;;;;37516;Hatín;;;è.p.;79;;;37701;722170.57;1155358.44;2023-07-18T00:00:00
85837547;546291;Hatín;;;;;37516;Hatín;;;è.ev.;123;;;37701;724883.84;1152235.81;2023-12-05T00:00:00
85837733;546291;Hatín;;;;;37516;Hatín;;;è.ev.;122;;;37701;722809.64;1155643.81;2023-12-05T00:00:00
85992933;546291;Hatín;;;;;37516;Hatín;;;è.ev.;86;;;37701;724761.08;1152130.99;2024-02-12T00:00:00
85992984;546291;Hatín;;;;;37516;Hatín;;;è.ev.;85;;;37701;724768.83;1152136.99;2024-02-12T00:00:00
85993026;546291;Hatín;;;;;37516;Hatín;;;è.ev.;87;;;37701;724752.17;1152121.62;2024-02-12T00:00:00
85993069;546291;Hatín;;;;;37516;Hatín;;;è.ev.;92;;;37701;724777.75;1152127.81;2024-02-12T00:00:00
85993085;546291;Hatín;;;;;37516;Hatín;;;è.ev.;90;;;37701;724754.68;1152109.59;2024-02-12T00:00:00
85993115;546291;Hatín;;;;;37516;Hatín;;;è.ev.;88;;;37701;724742.61;1152120.72;2024-02-12T00:00:00
85993212;546291;Hatín;;;;;37516;Hatín;;;è.ev.;91;;;37701;724768.15;1152123.07;2024-02-12T00:00:00
